"ID","date","link","text","score","value"
0,"10/2/2016","/KimKardashian/status/782694393216110592","Hey guys! Meet my #KimKardashianGame character at the So Chic Boutique in Downtown LA for a surprise ;)pic.twitter.com/7fNjRJyDbT",1,"Kim"
1,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA
3,"10/1/2016","/KimKardashian/status/782260907900567552","Kourtney and Kim Take Parispic.twitter.com/VXw2P2GTvU",0,"Kim"
3,"10/1/2016","/KimKardashian/status/782260907900567552","Kourtney and Kim Take Parispic.twitter.com/VXw2P2GTvU",0,"Kourtney"
4,NA,NA,NA,NA,NA
5,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA
11,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA
13,NA,NA,NA,NA,NA
14,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,NA
20,"9/21/2016","/KimKardashian/status/778712397502525440"," I did my hair and make up myself! Rare and proud momenthttps://twitter.com/molestmekardash/status/778671443693412352 …",1,"Kris"
21,"9/20/2016","/KimKardashian/status/778372836259835904","I'm in Houston, @MyleezaKardash is in Houston!! Who says we do a live stream backstage at the Saint Pablo tour??? Tweet her questions",1,"Saint"
22,NA,NA,NA,NA,NA
23,"9/19/2016","/KimKardashian/status/777970399816671232","I'm going to Paris fashion week! Who is coming with me in the Kim Kardashian Hollywood game? Own your own fashion house in Paris in the gamepic.twitter.com/qMN0vB3BOn",0,"Kim"
24,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA
32,"9/14/2016","/KimKardashian/status/776243652561600512","Gonna live stream backstage at Kanye's concert! Log in",0,"Kanye"
33,NA,NA,NA,NA,NA
34,"9/13/2016","/KimKardashian/status/775898158031306752","Have you guys used the new presidential Kimojis? They are free! Just update!pic.twitter.com/CQ39T4IXp4",1,"Kim"
35,NA,NA,NA,NA,NA
36,"9/13/2016","/KimKardashian/status/775728550389350401","NEW PRESIDENTIAL KIMOJI ARE HERE! #KIMOJI http://apple.co/28YijmF pic.twitter.com/FEVQFpw7YL",0,"Kim"
37,NA,NA,NA,NA,NA
38,"9/12/2016","/KimKardashian/status/775380272397312001","Happy National Video Game Day! #KimKardashianHollywoodpic.twitter.com/EVFGBDOcNh",1,"Kim"
39,"9/11/2016","/KimKardashian/status/775148249594335232","It's a Kimoji! LOLhttps://twitter.com/alliedougherty_/status/775147184186535936 …",0,"Kim"
40,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA
45,"9/11/2016","/KimKardashian/status/775066723783438336","YEEZY SEASON 4 LOOKBOOKhttps://www.kimkardashianwest.com/style/1372-kim-kardashian-yeezy-season-4-lookbook/ …",0,"Kim"
46,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA
54,"9/7/2016","/KimKardashian/status/773537060988870656","MY FAVE ALL-YEEZY OUTFITShttps://www.kimkardashianwest.com/style/1339-kim-kardashian-yeezy-outfits/ …",1,"Kim"
55,NA,NA,NA,NA,NA
56,"9/5/2016","/KimKardashian/status/772924277427408897","So ready for Saint Pablo tonight at MSGpic.twitter.com/MR2HqIcTKn",2,"Saint"
57,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA
63,"8/31/2016","/KimKardashian/status/771074818363883521","Kourtney looks amazing!! @cosmopolitan @kourtneykardashpic.twitter.com/U7MTd4m04s",1,"Kourtney"
64,NA,NA,NA,NA,NA
65,"8/30/2016","/KimKardashian/status/770637961092296705","YOU REALLY SHOULD… STEAL NORTH’S STYLEhttps://www.kimkardashianwest.com/style/1264-kim-kardashian-style-inspiration-north-west/ …",-1,"Kim"
65,"8/30/2016","/KimKardashian/status/770637961092296705","YOU REALLY SHOULD… STEAL NORTH’S STYLEhttps://www.kimkardashianwest.com/style/1264-kim-kardashian-style-inspiration-north-west/ …",-1,"North"
66,NA,NA,NA,NA,NA
67,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA
69,"8/29/2016","/KimKardashian/status/770392903793381376","Vintage Galliano & Kanye West x Jacob the Jeweler's new collection for the VMA'spic.twitter.com/oW9Hv5dWYK",0,"Kanye"
70,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA
72,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA
74,"8/29/2016","/KimKardashian/status/770275591992008704","MUSIC MONDAY: MY FAVE KANYE SONGShttps://www.kimkardashianwest.com/obsessed/1308-kim-kardashian-favorite-kanye-songs/ …",1,"Kanye"
74,"8/29/2016","/KimKardashian/status/770275591992008704","MUSIC MONDAY: MY FAVE KANYE SONGShttps://www.kimkardashianwest.com/obsessed/1308-kim-kardashian-favorite-kanye-songs/ …",1,"Kim"
75,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA
77,NA,NA,NA,NA,NA
78,NA,NA,NA,NA,NA
79,NA,NA,NA,NA,NA
80,"8/27/2016","/KimKardashian/status/769653561592512513","I think Uber reached out to Kendall and fixed the issue!https://twitter.com/wannabelikekim/status/769653376393043968 …",0,"Kim"
80,"8/27/2016","/KimKardashian/status/769653561592512513","I think Uber reached out to Kendall and fixed the issue!https://twitter.com/wannabelikekim/status/769653376393043968 …",0,"Kendall"
81,"8/27/2016","/KimKardashian/status/769601878367858688","6 DAYS, 6 WAYS: OUR YEEZY BOOST 350 SNEAKERShttps://www.kimkardashianwest.com/style/1311-kim-kardashian-sisters-yeezy-boosts/ …",1,"Kim"
82,"8/27/2016","/KimKardashian/status/769411462049648640","Ugh I have to drive @KendallJenner around tonight bc she's banned from Uber! Why @Uber?!?! She's a ""model"" passenger!!!!!",-1,"Kendall"
83,"8/26/2016","/KimKardashian/status/769362796010049536","Heading to a secret art gallery location to view Kanye's Famous Exhibition!!!!",1,"Kanye"
84,NA,NA,NA,NA,NA
85,NA,NA,NA,NA,NA
86,"8/24/2016","/KimKardashian/status/768464166818643969","BTS AT KANYE’S ‘FAMOUS’ VIDEO SCREENINGhttps://www.kimkardashianwest.com/behind-the-scenes/1298-kim-kardashian-kanye-famous-video-bts-photos/ …",1,"Kim"
86,"8/24/2016","/KimKardashian/status/768464166818643969","BTS AT KANYE’S ‘FAMOUS’ VIDEO SCREENINGhttps://www.kimkardashianwest.com/behind-the-scenes/1298-kim-kardashian-kanye-famous-video-bts-photos/ …",1,"Kanye"
87,NA,NA,NA,NA,NA
88,NA,NA,NA,NA,NA
89,"8/23/2016","/KimKardashian/status/768059780699070464","http://TheMasterClass.com  for tickets Oct 14! Our 1st sponsor is KYLIE COSMETICS! So everyone will get a free lip kit!pic.twitter.com/jOkb3I4YuV",0,"Kylie"
90,NA,NA,NA,NA,NA
91,NA,NA,NA,NA,NA
92,NA,NA,NA,NA,NA
93,"8/22/2016","/KimKardashian/status/767756872375869441","Werk @KendallJenner !!!!! #VogueJapanpic.twitter.com/ThEBjva1zr",0,"Kendall"
94,"8/22/2016","/KimKardashian/status/767738978569256960","5 DAYS, 5 WAYS: MY YEEZY BOOTShttps://www.kimkardashianwest.com/style/1281-kim-kardashian-yeezy-boots/ …",0,"Kim"
95,"8/22/2016","/KimKardashian/status/767592699075571712","Not much time left to get he Kimoji bike shorts, body suits and sweat shirts!!!!",0,"Kim"
96,"8/21/2016","/KimKardashian/status/767538543828664320","Only a few hours left for new #KIMOJIMERCH!!! http://store.kimkardashianwest.com pic.twitter.com/mXzW7z3kPH",0,"Kim"
97,NA,NA,NA,NA,NA
98,"8/21/2016","/KimKardashian/status/767453945727950848","Last day to get the Kimoji Merch!!!! Bike shorts, bodysuits & sweatshirts! http://KimKardashianWest.com pic.twitter.com/ikUqhg44s8",0,"Kim"
99,"8/21/2016","/KimKardashian/status/767376975484846081","HOW TO WEAR OLYMPIC GOLD METALShttps://www.kimkardashianwest.com/beauty/1276-kim-kardashian-olympic-gold/ …",1,"Kim"
100,NA,NA,NA,NA,NA
101,NA,NA,NA,NA,NA
102,NA,NA,NA,NA,NA
103,"8/19/2016","/KimKardashian/status/766851997324541952","Kanye's fave is the wave sweatshirt and hat https://twitter.com/markosto_/status/766851748384366592 …",1,"Kanye"
104,"8/19/2016","/KimKardashian/status/766850962451410945","Goals afhttps://twitter.com/kristimedearis/status/766767168562270209 …",0,"Kris"
105,"8/19/2016","/KimKardashian/status/766753867409203201","New KIMOJI Merch available for just the weekend! http://KimKardashianWest.com  or my app! http://store.kimkardashianwest.com/ pic.twitter.com/9XryUi2UOd",1,"Kim"
106,NA,NA,NA,NA,NA
107,"8/19/2016","/KimKardashian/status/766699206639661056","NEW #KIMOJIMERCH IS HERE! Shop bodysuits, bike shorts and sweatshirts but ONLY until Sunday night!!! http://store.kimkardashianwest.com ",0,"Kim"
108,NA,NA,NA,NA,NA
109,NA,NA,NA,NA,NA
110,NA,NA,NA,NA,NA
111,NA,NA,NA,NA,NA
112,NA,NA,NA,NA,NA
113,"8/16/2016","/KimKardashian/status/765564119579852800","The first Saint Pablo ticket contest is LIVE!!! http://bit.ly/2bu4t9v ",1,"Saint"
114,NA,NA,NA,NA,NA
115,NA,NA,NA,NA,NA
116,NA,NA,NA,NA,NA
117,NA,NA,NA,NA,NA
118,"8/15/2016","/KimKardashian/status/765217766785814528","NORTH’S FAVORITE SNACKShttp://bit.ly/2aJL6Mz ",0,"North"
119,NA,NA,NA,NA,NA
120,NA,NA,NA,NA,NA
121,NA,NA,NA,NA,NA
122,"8/13/2016","/KimKardashian/status/764606366086418432","Omg we have them!!! Was trying to add a pic. They are so cute  https://twitter.com/kutienamekim/status/764605744717008896 …",1,"Kim"
123,"8/13/2016","/KimKardashian/status/764338085127557120","Here's a pic from my new edition of SELFISH out in October. How sweet is my Saint at 2 months old & my little Northpic.twitter.com/GhLxUH4Dbj",1,"Saint"
123,"8/13/2016","/KimKardashian/status/764338085127557120","Here's a pic from my new edition of SELFISH out in October. How sweet is my Saint at 2 months old & my little Northpic.twitter.com/GhLxUH4Dbj",1,"North"
124,"8/12/2016","/KimKardashian/status/764116394296258561","There's still time to vote!! Vote for Kanye to win #VideooftheYear for FAMOUS at the #VMAs http://mtv.com/vma/vote/video …pic.twitter.com/VwcUxEmvrh",2,"Kanye"
125,"8/12/2016","/KimKardashian/status/764114722534948864","I’M GIVING AWAY TICKETS TO THE SAINT PABLO TOUR!!!http://bit.ly/2b2lVmo ",1,"Saint"
126,NA,NA,NA,NA,NA
127,NA,NA,NA,NA,NA
128,"8/11/2016","/KimKardashian/status/763732481795166208","Sept Issue of Vogue @kendalljenner True fan girl moment seeing my sis achieve her goals to the highest #GenerationKpic.twitter.com/FQe0HibZGz",-1,"Kendall"
128,"8/11/2016","/KimKardashian/status/763732481795166208","Sept Issue of Vogue @kendalljenner True fan girl moment seeing my sis achieve her goals to the highest #GenerationKpic.twitter.com/FQe0HibZGz",-1,"Kris"
129,"8/10/2016","/KimKardashian/status/763488713661747201","WHY KYLIE AND I GET ALONG SO WELLhttp://bit.ly/2aJPBnk ",0,"Kylie"
130,"8/10/2016","/KimKardashian/status/763398390684250112","KIMOJI KYLIE PHONE CASES AVAILABLE ONLY TODAY FOR HER BDAY!!! http://bit.ly/2aLHYB7 ",1,"Kim"
130,"8/10/2016","/KimKardashian/status/763398390684250112","KIMOJI KYLIE PHONE CASES AVAILABLE ONLY TODAY FOR HER BDAY!!! http://bit.ly/2aLHYB7 ",1,"Kylie"
131,NA,NA,NA,NA,NA
132,NA,NA,NA,NA,NA
133,NA,NA,NA,NA,NA
134,NA,NA,NA,NA,NA
135,"8/7/2016","/KimKardashian/status/762499291818569728","North is watching @Simone_Biles in awe! She's rolling around on the bed pretending to copy her lol",1,"North"
136,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA
138,NA,NA,NA,NA,NA
139,NA,NA,NA,NA,NA
140,"8/7/2016","/KimKardashian/status/762458007078772736","this was my fave part!https://twitter.com/TeamKanyeDaily/status/762454015359586305 …",1,"Kanye"
141,"8/7/2016","/KimKardashian/status/762456904077410306","how cute are north and p dancing!?!",1,"North"
142,NA,NA,NA,NA,NA
143,NA,NA,NA,NA,NA
144,"8/7/2016","/KimKardashian/status/762442245156974594","Good thing she's afraid of spiders just like me! Maybe she sees me jump & scream so it rubbed off on herhttps://twitter.com/ultimatekimk/status/762439406615531520 …",0,"Kim"
145,"8/7/2016","/KimKardashian/status/762441946077855745","This pin, not so much! lol #KimojiMerch http://store.kimkardashianwest.com/ pic.twitter.com/5640S7Vpgo",0,"Kim"
146,"8/7/2016","/KimKardashian/status/762441771469017088","This KIMOJI pin I will for sure put on North's jean jacket http://store.kimkardashianwest.com/ pic.twitter.com/yZeNC8dfBR",0,"Kim"
146,"8/7/2016","/KimKardashian/status/762441771469017088","This KIMOJI pin I will for sure put on North's jean jacket http://store.kimkardashianwest.com/ pic.twitter.com/yZeNC8dfBR",0,"North"
147,"8/7/2016","/KimKardashian/status/762441559363104768","Love this KIMOJI! I use it to call someone a liar! LOL Love all of the KIMOJI pins! http://store.kimkardashianwest.com/ pic.twitter.com/MBPut49m98",1,"Kim"
148,NA,NA,NA,NA,NA
149,NA,NA,NA,NA,NA
150,"8/6/2016","/KimKardashian/status/762018431201796097","between 8-9 million https://twitter.com/KutieNameKim/status/761970303056478208 …",0,"Kim"
151,"8/5/2016","/KimKardashian/status/761786591048142848","Love these KIMOJI stickers! http://store.kimkardashianwest.com/ pic.twitter.com/8rANxnPM7u",1,"Kim"
152,"8/5/2016","/KimKardashian/status/761783997340848130","We ship internationally now! #KimojiMerch Go on my app of http://KimKardashianWest.com pic.twitter.com/9Jni2Ahn2t",0,"Kim"
153,NA,NA,NA,NA,NA
154,"8/5/2016","/KimKardashian/status/761783584931786752","Who got KIMOJI merch???pic.twitter.com/a1vOZpKWed",0,"Kim"
155,NA,NA,NA,NA,NA
156,"8/5/2016","/KimKardashian/status/761679002406883328","Now if you asked me to dance... I would cry and run away!  https://twitter.com/kutienamekim/status/761657765374812162 …",-1,"Kim"
157,NA,NA,NA,NA,NA
158,NA,NA,NA,NA,NA
159,"8/5/2016","/KimKardashian/status/761604578966069248","New KIMOJI merch dropping today!!! International shipping just added! http://KimKardashianWest.com pic.twitter.com/YiB2UFsBx3",0,"Kim"
160,NA,NA,NA,NA,NA
161,NA,NA,NA,NA,NA
162,"8/4/2016","/KimKardashian/status/761231131849084929","Everyone go for Kanye to win #VideooftheYear for FAMOUS at the #VMAs http://mtv.com/vma/vote/video …",2,"Kanye"
163,NA,NA,NA,NA,NA
164,NA,NA,NA,NA,NA
165,NA,NA,NA,NA,NA
166,NA,NA,NA,NA,NA
167,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA
169,NA,NA,NA,NA,NA
170,NA,NA,NA,NA,NA
171,NA,NA,NA,NA,NA
172,"8/2/2016","/KimKardashian/status/760529117175349248","So excited to have Balmain’s Spring/Summer 2016 collection in the #KimKardashianGame!pic.twitter.com/snIpN4FoEO",1,"Kim"
173,"8/2/2016","/KimKardashian/status/760517010476310529","Find out why Karl made me cry on my 1st shoot w him  but don't worry he made it up to me  http://KimKardashianWest.com pic.twitter.com/kGNi7GmbE3",-2,"Kim"
174,NA,NA,NA,NA,NA
175,NA,NA,NA,NA,NA
176,NA,NA,NA,NA,NA
177,NA,NA,NA,NA,NA
178,NA,NA,NA,NA,NA
179,NA,NA,NA,NA,NA
180,NA,NA,NA,NA,NA
181,NA,NA,NA,NA,NA
182,"7/31/2016","/KimKardashian/status/759920810702180352","Who just saw my little Sainty on KUWTK?",0,"Saint"
183,NA,NA,NA,NA,NA
184,NA,NA,NA,NA,NA
185,"7/31/2016","/KimKardashian/status/759848256494895108","Savagehttps://twitter.com/khloekardashian/status/759841610129518593 …",0,"Khloe"
186,NA,NA,NA,NA,NA
187,NA,NA,NA,NA,NA
188,NA,NA,NA,NA,NA
189,NA,NA,NA,NA,NA
190,NA,NA,NA,NA,NA
191,NA,NA,NA,NA,NA
192,"7/28/2016","/KimKardashian/status/758805910936354819","Everyone vote for Kanye to win #VideooftheYear for FAMOUS at the VMAs http://www.mtv.com/vma/vote/video-of-the-year …",2,"Kanye"
193,NA,NA,NA,NA,NA
194,NA,NA,NA,NA,NA
195,NA,NA,NA,NA,NA
196,NA,NA,NA,NA,NA
197,NA,NA,NA,NA,NA
198,NA,NA,NA,NA,NA
199,NA,NA,NA,NA,NA
200,NA,NA,NA,NA,NA
201,NA,NA,NA,NA,NA
202,NA,NA,NA,NA,NA
203,NA,NA,NA,NA,NA
204,NA,NA,NA,NA,NA
205,"7/21/2016","/KimKardashian/status/756191709181071360","So excited to be nominated for the #TeenChoice award for #SocialMediaQueen! RT to vote! @kimkardashianpic.twitter.com/ne5XI3NQbO",2,"Kim"
206,NA,NA,NA,NA,NA
207,"7/19/2016","/KimKardashian/status/755519714802016256","Ready Vegas? This Friday I’m back hosting at @HakkasanLV inside the @MGMGrand! Tickets: http://hkk.sn/kimkwest pic.twitter.com/M7XVuh8fFB",0,"Kim"
208,NA,NA,NA,NA,NA
209,NA,NA,NA,NA,NA
210,"7/17/2016","/KimKardashian/status/754855280848973824","makes me want to go back blonde but i'm scared it will ruin my hair :-(https://twitter.com/KimKourtKhloeK/status/754854797208158209 …",-2,"Khloe"
210,"7/17/2016","/KimKardashian/status/754855280848973824","makes me want to go back blonde but i'm scared it will ruin my hair :-(https://twitter.com/KimKourtKhloeK/status/754854797208158209 …",-2,"Kim"
210,"7/17/2016","/KimKardashian/status/754855280848973824","makes me want to go back blonde but i'm scared it will ruin my hair :-(https://twitter.com/KimKourtKhloeK/status/754854797208158209 …",-2,"Kourtney"
211,"7/17/2016","/KimKardashian/status/754853536525983744","hi doll!https://twitter.com/PlanetKhloeK/status/754853099668443136 …",0,"Khloe"
212,NA,NA,NA,NA,NA
213,NA,NA,NA,NA,NA
214,NA,NA,NA,NA,NA
215,"7/17/2016","/KimKardashian/status/754846811223830529","I see you guys loving Kanye's exclusive footage in tonights episode! He shoots everything while creating albums. So dope",0,"Kanye"
216,NA,NA,NA,NA,NA
217,NA,NA,NA,NA,NA
218,"7/17/2016","/KimKardashian/status/754816849532088325","A new word bubble was just added to Kimoji! Go download them if you don't already have them! #WorldEmojiDaypic.twitter.com/fg9CCB1Jan",0,"Kim"
219,"7/17/2016","/KimKardashian/status/754742218359918592","Happy World Emoji Day!!! #Kimojipic.twitter.com/e7Ttpe5lxb",1,"Kim"
220,NA,NA,NA,NA,NA
221,NA,NA,NA,NA,NA
222,NA,NA,NA,NA,NA
223,NA,NA,NA,NA,NA
224,"7/16/2016","/KimKardashian/status/754381092430368769","Last day to bid on my eBay auctions to benefit @childrensLA http://stores.ebay.com/kimsaprincess pic.twitter.com/mA11de2F2I",1,"Kim"
225,NA,NA,NA,NA,NA
226,"7/15/2016","/KimKardashian/status/754178067333918720","I just downloaded it. I really love this song toohttps://twitter.com/kanyewest/status/754171721247105024 …",1,"Kanye"
227,NA,NA,NA,NA,NA
228,"7/15/2016","/KimKardashian/status/753993357597171713","Kendall & I had some fun last night, see it all on the snap! Follow me on snapchat @kimkardashianpic.twitter.com/3NaxDXHAMh",1,"Kendall"
228,"7/15/2016","/KimKardashian/status/753993357597171713","Kendall & I had some fun last night, see it all on the snap! Follow me on snapchat @kimkardashianpic.twitter.com/3NaxDXHAMh",1,"Kim"
229,"7/15/2016","/KimKardashian/status/753986627760893952","Kimoji merch is available at Dash stores!",1,"Kim"
230,"7/15/2016","/KimKardashian/status/753973686433046528","i have seen it
so sad i criedhttps://twitter.com/UltimateKimK/status/753972092614258689 …",-1,"Kim"
231,NA,NA,NA,NA,NA
232,"7/13/2016","/KimKardashian/status/753329870298488835","My vote for the #TeenChoice award for #SocialMediaKing goes to my husband @kanyewest  RTpic.twitter.com/M0OJexHcky",1,"Kanye"
233,"7/13/2016","/KimKardashian/status/753329618086539264","So excited to be nominated for the #TeenChoice award for #SocialMediaQueen! RT to vote! @kimkardashianpic.twitter.com/dcrBJDeNyv",2,"Kim"
234,"7/13/2016","/KimKardashian/status/753275337782403072","Kylie is this months Allure cover girl!!! Check out our cute interviewhttp://www.allure.com/beauty-trends/blogs/daily-beauty-reporter/2016/07/kim-kardashian-kylie-jenner-beauty-advice.html?mbid=social_facebook …",1,"Kim"
234,"7/13/2016","/KimKardashian/status/753275337782403072","Kylie is this months Allure cover girl!!! Check out our cute interviewhttp://www.allure.com/beauty-trends/blogs/daily-beauty-reporter/2016/07/kim-kardashian-kylie-jenner-beauty-advice.html?mbid=social_facebook …",1,"Kylie"
235,"7/12/2016","/KimKardashian/status/753004046827524096","Shop looks from my closet through my new eBay auctions! There's still time left to bid! http://stores.ebay.com/kimsaprincess pic.twitter.com/o2Mseb0AB0",0,"Kim"
236,NA,NA,NA,NA,NA
237,NA,NA,NA,NA,NA
238,"7/11/2016","/KimKardashian/status/752629954139992065","My new eBay auctions benefitting @childrensla are now live! http://stores.ebay.com/kimsaprincess pic.twitter.com/joT4o2b2lR",0,"Kim"
239,NA,NA,NA,NA,NA
240,NA,NA,NA,NA,NA
241,NA,NA,NA,NA,NA
242,NA,NA,NA,NA,NA
243,NA,NA,NA,NA,NA
244,NA,NA,NA,NA,NA
245,NA,NA,NA,NA,NA
246,NA,NA,NA,NA,NA
247,NA,NA,NA,NA,NA
248,"7/9/2016","/KimKardashian/status/751802758336962560","HAPPY BIRTHDYA MY SWEET P!https://www.kimkardashianwest.com/obsessed/1160-kim-kardashian-penelope-birthday/ …",2,"Kim"
249,NA,NA,NA,NA,NA
250,NA,NA,NA,NA,NA
251,NA,NA,NA,NA,NA
252,"7/7/2016","/KimKardashian/status/751158501787918338","Excited to announce I’ll be back hosting @HakkasanLV on Friday July 22 at @MGMGrand Tickets: http://hkk.sn/kimkwest pic.twitter.com/jqBPfS6Psv",1,"Kim"
253,NA,NA,NA,NA,NA
254,NA,NA,NA,NA,NA
255,"7/6/2016","/KimKardashian/status/750895546122940418","HBD to 1of my best friends @larsapippen U inspire me to do it all! Mom,wife,best friend &hottest Milf I know! Love upic.twitter.com/BklISonsS5",4,"Kris"
256,NA,NA,NA,NA,NA
257,NA,NA,NA,NA,NA
258,NA,NA,NA,NA,NA
259,NA,NA,NA,NA,NA
260,NA,NA,NA,NA,NA
261,"7/4/2016","/KimKardashian/status/750128492935651328","Have you guys been using the new 4th of July Kimoji's?pic.twitter.com/iebssXjFW2",0,"Kim"
262,NA,NA,NA,NA,NA
263,NA,NA,NA,NA,NA
264,NA,NA,NA,NA,NA
265,NA,NA,NA,NA,NA
266,NA,NA,NA,NA,NA
267,NA,NA,NA,NA,NA
268,NA,NA,NA,NA,NA
269,"7/1/2016","/KimKardashian/status/749049921387401216","For more bts of @Fergie's Milf Money video check it out herehttps://www.kimkardashianwest.com/obsessed/1140-kim-kardashian-fergie-milf-video/ …",0,"Kim"
270,NA,NA,NA,NA,NA
271,NA,NA,NA,NA,NA
272,NA,NA,NA,NA,NA
273,NA,NA,NA,NA,NA
274,NA,NA,NA,NA,NA
275,NA,NA,NA,NA,NA
276,NA,NA,NA,NA,NA
277,NA,NA,NA,NA,NA
278,"6/29/2016","/KimKardashian/status/748234389696327681","So proud of my husband! @adidas + @kanyewesthttp://money.cnn.com/2016/06/29/news/companies/adidas-yeezy-kanye-west/ …",1,"Kanye"
279,NA,NA,NA,NA,NA
280,NA,NA,NA,NA,NA
281,NA,NA,NA,NA,NA
282,"6/28/2016","/KimKardashian/status/747666232216850437","Spinning and winning with @KylieJennerpic.twitter.com/fM8PChZ7si",1,"Kylie"
283,NA,NA,NA,NA,NA
284,NA,NA,NA,NA,NA
285,"6/26/2016","/KimKardashian/status/747236852705296385","how pretty is Vail?! how good are our ski tricks, khloe, kourtney and i do!",2,"Kourtney"
285,"6/26/2016","/KimKardashian/status/747236852705296385","how pretty is Vail?! how good are our ski tricks, khloe, kourtney and i do!",2,"Khloe"
286,"6/26/2016","/KimKardashian/status/747234985627652096","hahahaha @khloekardashian saying my moms coat looked like a sesame street character!",1,"Khloe"
286,"6/26/2016","/KimKardashian/status/747234985627652096","hahahaha @khloekardashian saying my moms coat looked like a sesame street character!",1,"Kris"
287,"6/26/2016","/KimKardashian/status/747214796957724672","Loved this dress I just wore in Vegas so much, I sent it to the team and they put it in the #KimKardashianGame!pic.twitter.com/LOVvU54fSr",1,"Kim"
288,"6/26/2016","/KimKardashian/status/747187736642105345","Tune into Keeping Up W The Kardashians tonight! Let's live tweet! Love this Kimoji pic Not sure where Kendall is lolpic.twitter.com/KsXbkvlSdh",1,"Kim"
288,"6/26/2016","/KimKardashian/status/747187736642105345","Tune into Keeping Up W The Kardashians tonight! Let's live tweet! Love this Kimoji pic Not sure where Kendall is lolpic.twitter.com/KsXbkvlSdh",1,"Kendall"
289,NA,NA,NA,NA,NA
290,"6/26/2016","/KimKardashian/status/747068332302471168","This is a BRAND NEW #KimKardashianGame look, what do you guys think?pic.twitter.com/PF19vpcQFJ",0,"Kim"
291,"6/25/2016","/KimKardashian/status/746907270789771264","Halloween is my favorite holiday and one of the most fun times to work with my game team! #KimKardashianGamepic.twitter.com/Z46A3zxOlU",3,"Kim"
292,"6/25/2016","/KimKardashian/status/746796800187633664","Some of my favorite Balmain looks in the #KimKardashianGame #2yearanniversary @Balmainpic.twitter.com/VdPVNugYiW",1,"Kim"
293,"6/24/2016","/KimKardashian/status/746543311406702592","When I went blonde… so did digital Kim! Love these blonde looks! #KimKardashianGame #2yearanniversarypic.twitter.com/kXjwu7vHp4",1,"Kim"
294,"6/24/2016","/KimKardashian/status/746508400100446208","Sorry North was face timing me so the live stream cut off. I'm gonna live stream again now",-1,"North"
295,"6/24/2016","/KimKardashian/status/746495120967499781","These were the very 1st looks we did for my character! Can't believe it's the 2 year anniversary! #KimKardashianGamepic.twitter.com/HWHvJHtJxX",0,"Kim"
296,"6/24/2016","/KimKardashian/status/746332738425262080","Can u believe its been 2 years since I launched my game? Celebrating by sharing my favorite #KimKardashianGame lookspic.twitter.com/m8K7hWXPzV",1,"Kim"
297,"6/24/2016","/KimKardashian/status/746217086662250498","I mean North's baby pics look like mine too but Saint i think looks more like me and North like Kanye.https://twitter.com/MyleezaKardash/status/746215686469345281 …",4,"North"
297,"6/24/2016","/KimKardashian/status/746217086662250498","I mean North's baby pics look like mine too but Saint i think looks more like me and North like Kanye.https://twitter.com/MyleezaKardash/status/746215686469345281 …",4,"Saint"
297,"6/24/2016","/KimKardashian/status/746217086662250498","I mean North's baby pics look like mine too but Saint i think looks more like me and North like Kanye.https://twitter.com/MyleezaKardash/status/746215686469345281 …",4,"Kanye"
298,"6/24/2016","/KimKardashian/status/746215353932353537","Saint is my twin!",1,"Saint"
299,NA,NA,NA,NA,NA
300,NA,NA,NA,NA,NA
301,NA,NA,NA,NA,NA
302,NA,NA,NA,NA,NA
303,NA,NA,NA,NA,NA
304,NA,NA,NA,NA,NA
305,NA,NA,NA,NA,NA
306,NA,NA,NA,NA,NA
307,NA,NA,NA,NA,NA
308,NA,NA,NA,NA,NA
309,NA,NA,NA,NA,NA
